"Search Criteria:"

"Lease Type: Both"
"District: 10"
"Permitted Fluid: Salt Water"
"Injection Type: Disposal into a productive zone (H-1)"

"UIC No.","API No.",District,"Lease No.","Lease Name","Well No.","Field Name","Operator Name",County,Oil/Gas,"Formation Names"
000073907,42130342,10,05941,"COLDWATER RANCH UNIT","B  5W","COLDWATER RANCH (MARMATON)","SCOUT ENERGY MANAGEMENT LLC",SHERMAN,Oil,
000073940,06500380,10,01626,"EVCO IDA",3W,"PANHANDLE CARSON COUNTY FIELD","JADE ENTERPRISES, INC.",CARSON,Oil,
000073947,17931317,10,00326,"BOWERS, J. B.","A  4","PANHANDLE GRAY COUNTY FIELD","ROMINES OPERATING GROUP",GRAY,Oil,
000074198,17931342,10,04695,SHARON,4,"PANHANDLE GRAY COUNTY FIELD","ADOBE OPERATING COMPANY",GRAY,Oil,
000074683,06530263,10,04043,"BURNETT -E-",1W,"PANHANDLE CARSON COUNTY FIELD","CHILDERS, J. C.",CARSON,Oil,
000074684,48300558,10,02863,"RAMSEY-NICHOLSON -B-",2B,"PANHANDLE WHEELER COUNTY FIELD","BLACKJACK OIL & GAS, INC.",WHEELER,Oil,
000074689,23330760,10,00903,PITTS,88W,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000074697,23300567,10,01097,PRITCHARD,18W,"PANHANDLE HUTCHINSON COUNTY FLD.","PAN RESOURCES, INC.",HUTCHINSON,Oil,
000075093,34100939,10,02003,"SMITH, T. G.",3W,"PANHANDLE MOORE COUNTY FIELD","W.B.D. OIL AND GAS INC.",MOORE,Oil,
000075298,17931986,10,03269,"BOWERS, J. B., NCT-1",23W,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000075299,17906705,10,00566,"SACKETT, RUBY",15,"PANHANDLE GRAY COUNTY FIELD","PETROLEUM INTERNATIONAL, INC.",GRAY,Oil,
000075300,06500620,10,00134,WIGHAM,23W,"PANHANDLE CARSON COUNTY FIELD","KISMET PROPERTIES, INC.",CARSON,Oil,
000075352,23311856,10,02237,"WHITTENBURG -A-",6W,"PANHANDLE HUTCHINSON COUNTY FLD.","RESTORATION ENERGY LLC",HUTCHINSON,Oil,
000075356,23301647,10,01674,JATEN,1,"PANHANDLE HUTCHINSON COUNTY FLD.","HAWK WELL SERVICE",HUTCHINSON,Oil,
000075467,17931827,10,06209,LADD,2W,"PANHANDLE GRAY COUNTY FIELD","CAPROCK ENGINEERING, INC.",GRAY,Oil,
000075608,23382975,10,01145,"DUNAWAY, C. E.",2,"PANHANDLE HUTCHINSON COUNTY FLD.","W. B. D. OIL & GAS COMPANY",HUTCHINSON,Oil,
000075610,23381400,10,00838,LYALL,11W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000075721,06500000,10,02974,"COOPER -A-",6A,"PANHANDLE CARSON COUNTY FIELD","CHANCE ENERGY CO. INC.",CARSON,Oil,
000076270,06531901,10,06508,JUDY,1W,"PANHANDLE CARSON COUNTY FIELD","CAPROCK ENGINEERING, INC.",CARSON,Oil,
000076271,17931988,10,00225,"BAGGERMAN ""A""",20W,"PANHANDLE GRAY COUNTY FIELD","LEJAN, INC.",GRAY,Oil,
000076308,23300000,10,01024,"COCKRELL RANCH T-K A&B",7,"PANHANDLE HUTCHINSON COUNTY FLD.","ENEREX SUPPLY, INC.",HUTCHINSON,Oil,
000076360,23330824,10,04565,LUCAS,1,"PANHANDLE HUTCHINSON COUNTY FLD.","BANNON ENERGY INCORPORATED",HUTCHINSON,Oil,
000076593,48330593,10,04356,RICE,4W,"PANHANDLE WHEELER COUNTY FIELD","WILDCAT CEMENT CO.",WHEELER,Oil,
000076594,48330641,10,01478,"WALKER, W. S.",6W,"PANHANDLE WHEELER COUNTY FIELD","KISMET PROPERTIES, INC.",WHEELER,Oil,
000076735,23305387,10,01314,COCKRELL-GULF,6W,"PANHANDLE HUTCHINSON COUNTY FLD.","RESTORATION ENERGY LLC",HUTCHINSON,Oil,
000077202,23381492,10,00861,HILL,6,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000077307,17930793,10,04683,PAMELA,1W,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000077349,23330991,10,04565,LUCAS,4W,"PANHANDLE HUTCHINSON COUNTY FLD.","LASATER & CO, INC.",HUTCHINSON,Oil,
000077350,39300782,10,01510,"MADDOX, L. A.",26W,"QUINDUNO (ALBANY DOLOMITE, LO.)","PETROSEARCH OPERATING CO, LLC",ROBERTS,Oil,
000077470,34131818,10,03771,MCLAUGHLIN,8W,"PANHANDLE (RED CAVE)","OILWELL OPERATORS, INC.",MOORE,Oil,
000077483,17930835,10,04719,"SHERIDAN #2",2,"PANHANDLE GRAY COUNTY FIELD","MCCLELLAND CREEK PROPERTIES,INC.",GRAY,Oil,
000077700,39300780,10,08126,"HAGGARD TR 4 WC",31D,"QUINDUNO (WOLFCAMP LIME)","PANTERA ENERGY COMPANY",ROBERTS,Oil,"WOLFCAMP LIME"
000077840,06530807,10,04464,BURNETT,5,"PANHANDLE CARSON COUNTY FIELD","RED LINE COMPANY, LTD.",CARSON,Oil,
000077906,17930140,10,03767,BERNICE,6W,"PANHANDLE GRAY COUNTY FIELD","PANTERA ENERGY COMPANY",GRAY,Oil,
000078169,29531683,10,06283,MARVEL,1,"FRASS (TONKAWA)","MEWBOURNE OIL COMPANY",LIPSCOMB,Oil,
000078336,23332371,10,06626,LUCAS,506,"PANHANDLE HUTCHINSON COUNTY FLD.","RABCO ENERGY",HUTCHINSON,Oil,
000078425,17981677,10,00319,WORLEY,3,"PANHANDLE GRAY COUNTY FIELD","MUSTANG OIL & GAS CORPORATION",GRAY,Oil,
000078825,06500701,10,02626,COOPER,6,"PANHANDLE CARSON COUNTY FIELD",JIRO,CARSON,Oil,
000079121,20530207,10,06748,"PROCTOR #1-66",1066,"PROCTOR RANCH (WOLFCAMP)","CORLENA OIL COMPANY",HARTLEY,Oil,
000079284,17983529,10,00667,"SKOOG -A-",1,"PANHANDLE GRAY COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",GRAY,Oil,
000079287,23307238,10,00712,JOHNSON,2,"PANHANDLE HUTCHINSON COUNTY FLD.","ENERGY 2000, INC.",HUTCHINSON,Oil,
000079306,23331699,10,05546,"CROSBY-HATCHER -B-",2,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000079360,23313041,10,03091,COCKRELL,7,"PANHANDLE HUTCHINSON COUNTY FLD.","TRADITIONS OIL & GAS, LLC",HUTCHINSON,Oil,
000079364,06531936,10,06792,"OSWEGO 90",190LW,"PANHANDLE CARSON COUNTY FIELD","LUXOR OIL & GAS, INC.",CARSON,Oil,
000079436,34131790,10,06216,"HOHMANN, R. N.",7,"PANHANDLE MOORE COUNTY FIELD","CHESAPEAKE OPERATING, INC.",MOORE,Oil,
000079438,34132021,10,06395,"MCDOWELL ""B""",4,"PANHANDLE MOORE COUNTY FIELD","LYCO ENERGY CORPORATION",MOORE,Oil,
000079441,34131983,10,06380,MORTON,8A,"PANHANDLE MOORE COUNTY FIELD","CHESAPEAKE OPERATING, INC.",MOORE,Oil,
000079648,29500494,10,03345,BRADFORD-LAURIE,"D  5WI","BRADFORD (TONKAWA)","UNIT PETROLEUM COMPANY",LIPSCOMB,Oil,
000079732,23331837,10,05546,"CROSBY-HATCHER -B-",6,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000079735,23313038,10,00894,WEATHERLY,"D  4W","PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000079785,23330854,10,01205,"YAKE, WM. -C-",7,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000080020,08700356,10,02797,BELL,5,"PANHANDLE COLLINGSWORTH COUNTY","HARVARD PETROLEUM COMPANY, LLC",COLLINGSWORTH,Oil,
000080223,06500023,10,00083,"BURNETT, S. B.",64,"PANHANDLE CARSON COUNTY FIELD","CHESAPEAKE OPERATING, INC.",CARSON,Oil,
000080372,23331610,10,04458,"YAKE, CABOT-FAULCONER",1104,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000080430,23330698,10,01201,"MERCHANT, IRA C.",8,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000080460,23310365,10,00797,"PITCHER, H. C. ETAL",10W,"PANHANDLE HUTCHINSON COUNTY FLD.","WO OPERATING COMPANY",HUTCHINSON,Oil,
000080864,34131868,10,06220,STRINGER,10,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,"MOORE COUNTY LIME"
000081116,23331406,10,02307,PARKS,4,"PANHANDLE HUTCHINSON COUNTY FLD.","DAWN OIL & GAS OPERATORS INC.",HUTCHINSON,Oil,
000081173,17901509,10,04994,"MCLARTY ESTATE",2W,"PANHANDLE GRAY COUNTY FIELD","SMITH, W.T.",GRAY,Oil,
000081207,34130001,10,09674,"SNEED P",1,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000081261,23330333,10,06569,KILLOUGH,"B  3","PANHANDLE HUTCHINSON COUNTY FLD.","MISTEX OPERATING, INC.",HUTCHINSON,Oil,
000081297,23331692,10,02877,"YAKE -G-",16W,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000081533,23332169,10,129839,COMANCHE,2,"ARRINGTON (ST. GENEVIEVE)","ARRINGTON CJM, INC.",HUTCHINSON,Gas,
000081534,23310946,10,01158,LOGAN,1,"PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000081709,23385226,10,02778,"HARVEY UNIT",8040,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000081834,23306375,10,03215,PEI-HEDGECOKE,"C  3","PANHANDLE HUTCHINSON COUNTY FLD.","PG-M INTERNATIONAL OPERATING,LLC",HUTCHINSON,Oil,
000081861,23307172,10,01187,"JOHNSON RANCH -A-",87W,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000081980,34130214,10,03992,"DENSON TRUST",1048W,"PANHANDLE MOORE COUNTY FIELD","BRANDY PRODUCTION",MOORE,Oil,
000081981,17983033,10,00601,"LOVETT, FANNIE -B-",6,"PANHANDLE GRAY COUNTY FIELD","RED LINE COMPANY, LTD.",GRAY,Oil,
000082063,23306946,10,02350,PEI-JATEN,4,"PANHANDLE HUTCHINSON COUNTY FLD.","C & C OIL PRODUCERS",HUTCHINSON,Oil,
000082780,42100902,10,000000,,2,,,SHERMAN,,
000082829,23304608,10,00844,STEWART,2,"PANHANDLE HUTCHINSON COUNTY FLD.","SNW OPERATING COMPANY",HUTCHINSON,Oil,
000083166,23309857,10,01177,HARVEY,2,"PANHANDLE HUTCHINSON COUNTY FLD.","MISSION RESOURCES CORPORATION",HUTCHINSON,Oil,
000083167,17905117,10,00468,FOXX,2D,"PANHANDLE GRAY COUNTY FIELD","A & B WELL SERVICE INC.",GRAY,Oil,
000083168,48381046,10,02990,"SEWELL, BYRL 2-A",7,"PANHANDLE WHEELER COUNTY FIELD","SLT DAKOTA OPERATING, INC.",WHEELER,Oil,
000083352,23385284,10,03047,JOHNSON,1,"PANHANDLE HUTCHINSON COUNTY FLD.","L & G OPERATING, INC.",HUTCHINSON,Oil,
000083353,17931976,10,06661,EAKIN,8,"PANHANDLE GRAY COUNTY FIELD","LARGE OPERATING LLC",GRAY,Oil,
000083383,17931498,10,05628,"GEORGIA ""C""",1,"PANHANDLE GRAY COUNTY FIELD","HELTON PETROLEUM",GRAY,Oil,
000083416,23380944,10,00757,"COCKRELL RANCH",5,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000083527,08730153,10,088917,EMMERT,3099,"PANHANDLE, EAST","SLT DAKOTA OPERATING, INC.",COLLINGSWORTH,Gas,
000083849,23313738,10,022245,"HOLT, B. M.",1,"HUTCHINSON, NORTH (TONKAWA)","STRAT LAND EXPLORATION COMPANY",HUTCHINSON,Gas,
000083915,34132205,10,06107,LANELL,5,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,"PANHANDLE LIME , BROWN DOLOMITE, MOORE COUNTY LIME"
000084261,23383499,10,07261,"WARE, R.C. -AB-","A 13W","PANHANDLE HUTCHINSON COUNTY FLD.","C. O. OIL AND GAS, LLC",HUTCHINSON,Oil,
000084267,34131592,10,04547,DOTTIE,8,"PANHANDLE MOORE COUNTY FIELD",LERA,MOORE,Oil,
000084296,23384742,10,02131,CHILDERS,1,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000084429,34131461,10,07016,MORTON,"13 M","PANHANDLE MOORE COUNTY FIELD","W.B.D. OIL AND GAS INC.",MOORE,Oil,
000084439,23332649,10,02131,CHILDERS,24,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000084565,23381931,10,00907,"HAILE -F-",14,"PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000084570,23304309,10,00916,GARNER-PHILLIPS,1,"PANHANDLE HUTCHINSON COUNTY FLD.","BHB OPERATING INC.",HUTCHINSON,Oil,
000084586,23332250,10,123890,GINGER,1,"BAR NINE (BROWN DOLOMITE)","C. O. OIL AND GAS, LLC",HUTCHINSON,Gas,
000084592,23304943,10,00906,BADGER,54W,"PANHANDLE HUTCHINSON COUNTY FLD.","O. H. M. OPERATING",HUTCHINSON,Oil,
000084659,17931943,10,06499,"ANDERSON, CLARENCE ""B""",2W,"PANHANDLE GRAY COUNTY FIELD","WO OPERATING COMPANY",GRAY,Oil,
000084922,06530013,10,00085,"NOEL, J. L.",10,"PANHANDLE CARSON COUNTY FIELD","BLACK'S OIL & GAS",CARSON,Oil,
000085011,39330902,10,101529,"JAMESON, MARION",2035,"RED DEER (WOLFCAMP LM)","CIMAREX ENERGY CO. OF COLORADO",ROBERTS,Gas,
000085021,17931766,10,00565,"POPE, DAVE",13A,"PANHANDLE GRAY COUNTY FIELD","LARGE OPERATING LLC",GRAY,Oil,
000085149,42130435,10,131528,LUNDBERG,1,"LUNDBERG (MORROW)","CONOCOPHILLIPS COMPANY",SHERMAN,Gas,
000085150,17902282,10,026443,"MORSE -C- 2 SWD","A  2","PANHANDLE, EAST","BRADLEY OPERATING CO.",GRAY,Gas,
000085270,39331317,10,163423,"OSBORNE, MARIAN 26",8,"RED DEER (ALBANY DOLOMITE, LO.)","CIMAREX ENERGY CO. OF COLORADO",ROBERTS,Gas,
000086008,17984149,10,02294,"PARKER FEE -A-",8,"PANHANDLE GRAY COUNTY FIELD","BETA-TEX, AN OKLAHOMA CORP.",GRAY,Oil,
000086073,17932084,10,01536,"GETHING, E. E. NCT-2",16W,"PANHANDLE GRAY COUNTY FIELD","DIAMOND S ENERGY COMPANY",GRAY,Oil,
000086120,17900587,10,00202,"COMBS-WORLEY ""A""",3W,"PANHANDLE GRAY COUNTY FIELD","DALF ENERGY LLC",GRAY,Oil,
000086124,37531433,10,178205,"BIVINS RANCH",2001,"BIVINS RANCH (WOLFCAMP)","P.O.&G. OPERATING, LLC",POTTER,Gas,
000086181,06531915,10,06619,JEFF,1,"PANHANDLE CARSON COUNTY FIELD","CAPROCK ENGINEERING, INC.",CARSON,Oil,
000086225,17901614,10,00586,"WILLIAMS, S.P.",7W,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000086482,48381226,10,03155,PARRISH,3,"PANHANDLE WHEELER COUNTY FIELD","WISCHKAEMPER, JAMES K.",WHEELER,Oil,
000086489,48331324,10,01469,"HARLAN -A-",19,"PANHANDLE WHEELER COUNTY FIELD","PONDEROSA TX OPERATING LLC",WHEELER,Oil,
000086499,17981595,10,00311,"JACKSON, WM.",2,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000086671,37531473,10,157907,"BIVINS RANCH",3003,"BIVINS RANCH (WOLFCAMP)","MID-CON ENERGY OPERATING, LLC",POTTER,Gas,
000086697,23331354,10,04844,WHITTENBURG,3306A,"PANHANDLE HUTCHINSON COUNTY FLD.","AMERICAN STAR ENERGY & MIN. CORP",HUTCHINSON,Oil,
000086881,29531448,10,04450,"ARDREY, W. C.",3,"DARREN (MORROW, MIDDLE)","CONTINENTAL EXPLORATION, L.L.C.",LIPSCOMB,Oil,
000087173,23331855,10,05378,STEVENSON,3,"PANHANDLE HUTCHINSON COUNTY FLD.","C E ENERGY LLC",HUTCHINSON,Oil,
000087259,17932145,10,00648,"PATTON, J. M.",14W,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000087514,23330116,10,000000,,1,,,HUTCHINSON,,
000087567,17905100,10,00329,COMBS-WORLEY,5,"PANHANDLE GRAY COUNTY FIELD","MON CORP.",GRAY,Oil,
000087612,17901556,10,00553,"SAUNDERS -A-",6W,"PANHANDLE GRAY COUNTY FIELD","XTO ENERGY INC.",GRAY,Oil,
000087615,39300835,10,01498,"EDGE -B-",3,"QUINDUNO (ALBANY DOLOMITE, LO.)","EXXCEL PRODUCTION COMPANY",ROBERTS,Oil,
000087815,23383927,10,01289,"COCKRELL, E.",4,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000087916,17932212,10,00537,"MOODY, VICTOR",14,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000087943,23310448,10,03606,"MOORE, J. W.",1,"PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000087961,23300566,10,01097,PRITCHARD,17,"PANHANDLE HUTCHINSON COUNTY FLD.","CODY COMPANY",HUTCHINSON,Oil,
000088045,23332829,10,171415,MCNUTT,4066,"MORSE, SW (BROWN DOLOMITE)","MAC 5 OPERATING, LLC",HUTCHINSON,Gas,
000088049,23332819,10,170650,HADLEY,803,"MORSE, SW (BROWN DOLOMITE)","MAC 5 OPERATING, LLC",HUTCHINSON,Gas,
000088200,17931514,10,04595,MELTON,5,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000088254,06502680,10,00069,"BURNETT, S. B. -G-",11,"PANHANDLE CARSON COUNTY FIELD","BMX CORPORATION, INC.",CARSON,Oil,
000088840,17930606,10,167835,"RUTH 23",6,"HOOVER, NE. (ELLENBURGER ""B"")","SEEK ENERGY, LLC",GRAY,Gas,
000088904,19530143,10,062642,SPIVEY,1,"DANDEN (DOUGLAS)","HARMON, C. E. OIL, INC.",HANSFORD,Gas,
000088985,42130424,10,06583,"BUSH -B-",1,"CARLANDER (MARMATON)","SCOUT ENERGY MANAGEMENT LLC",SHERMAN,Oil,
000089051,23332200,10,06019,G.N.-A,2,"PANHANDLE HUTCHINSON COUNTY FLD.","L & G OPERATING, INC.",HUTCHINSON,Oil,
000089155,23304770,10,01199,"HERRING -A-",21D,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000089528,23330785,10,04665,THOMPSON,4B,"PANHANDLE HUTCHINSON COUNTY FLD.","PETRO HALEY",HUTCHINSON,Oil,
000089692,17932259,10,00461,"DAN JOE",9D,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000089876,06501356,10,02614,"FIRST STATE BANK OF WHITE DEER",30,"PANHANDLE CARSON COUNTY FIELD","WO OPERATING COMPANY",CARSON,Oil,
000089924,23332286,10,00865,"JOHNSON -C-",8,"PANHANDLE HUTCHINSON COUNTY FLD.","O. H. M. OPERATING",HUTCHINSON,Oil,
000089993,23305159,10,07449,HUBER-MAYFIELD,8W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000089994,23305171,10,07449,HUBER-MAYFIELD,20W,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,
000090096,23313707,10,01177,HARVEY,4,"PANHANDLE HUTCHINSON COUNTY FLD.","MISSION RESOURCES CORPORATION",HUTCHINSON,Oil,
000090354,39331009,10,111529,"PRICE RANCH",1194,"R. D. PRICE (BROWN DOLOMITE)","CORGRAY HOLDINGS, LLC",ROBERTS,Gas,
000090444,23300409,10,03091,COCKRELL,"5 J","PANHANDLE HUTCHINSON COUNTY FLD.","POLARIS OPERATING, LLC",HUTCHINSON,Oil,
000090514,06532044,10,07345,"WARE, B. T.",1,"PANHANDLE CARSON COUNTY FIELD","WILLIAMS, W. R., INC.",CARSON,Oil,
000090519,23383881,10,01279,"WISDOM, BELLE NCT-1",5,"PANHANDLE HUTCHINSON COUNTY FLD.","HERITAGE PETROLEUM, INC.",HUTCHINSON,Oil,
000090664,17931019,10,04834,VANDERBURG,3,"PANHANDLE GRAY COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",GRAY,Oil,
000090665,06501355,10,02614,"FIRST STATE BANK OF WHITE DEER",28,"PANHANDLE CARSON COUNTY FIELD","LARGE OPERATING LLC",CARSON,Oil,
000090966,17932296,10,00219,"MCLAUGHLIN, D.J.",20,"PANHANDLE GRAY COUNTY FIELD","PONDEROSA TX OPERATING LLC",GRAY,Oil,
000091142,34130831,10,01347,FULLER,12,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000091549,34131353,10,03915,"LETHEN E.F.","4 A","PANHANDLE MOORE COUNTY FIELD","W.B.D. OIL AND GAS INC.",MOORE,Oil,
000091778,17930792,10,04752,SAILOR,1,"PANHANDLE GRAY COUNTY FIELD","ROMINES OPERATING GROUP",GRAY,Oil,
000091856,37530322,10,03850,BIVINS,504,"PANHANDLE (RED CAVE)","BIRD CREEK RESOURCES, INC.",POTTER,Oil,
000091857,37530182,10,03850,BIVINS,2104,"PANHANDLE (RED CAVE)","BIRD CREEK RESOURCES, INC.",POTTER,Oil,
000091899,23308187,10,01317,KINGSLAND,"C  6","PANHANDLE HUTCHINSON COUNTY FLD.","LARGE OPERATING LLC",HUTCHINSON,Oil,
000092148,17904316,10,00331,"JACKSON, WM.",8A,"PANHANDLE GRAY COUNTY FIELD","MON CORP.",GRAY,Oil,
000092330,06500390,10,00125,LONG,6,"PANHANDLE CARSON COUNTY FIELD","RED LINE COMPANY, LTD.",CARSON,Oil,
000092391,23330968,10,04848,UMPHRIES,1014,"PANHANDLE HUTCHINSON COUNTY FLD.","JA OIL CO.",HUTCHINSON,Oil,
000092447,37530589,10,03850,BIVINS,1604,"PANHANDLE (RED CAVE)","ADAMS AFFILIATES, INC.",POTTER,Oil,
000092477,37530285,10,03850,BIVINS,2860,"PANHANDLE (RED CAVE)","ADAMS AFFILIATES, INC.",POTTER,Oil,
000092478,17932054,10,06918,"ASH - A-",8,"PANHANDLE GRAY COUNTY FIELD","BRADLEY OPERATING CO.",GRAY,Oil,
000092486,17907179,10,00395,"HEITHOLT, HENRY",7,"PANHANDLE GRAY COUNTY FIELD","MINCO OIL AND GAS CO.",GRAY,Oil,
000092513,34130644,10,04538,"THOMPSON -61-",6101,"PANHANDLE (RED CAVE)","BIRD CREEK RESOURCES, INC.",MOORE,Oil,
000092570,23308199,10,01116,CAPERS,1,"PANHANDLE HUTCHINSON COUNTY FLD.","SCOUT ENERGY MANAGEMENT LLC",HUTCHINSON,Oil,"ARKOSIC DOLOMITE"
000092573,17900025,10,00636,"DAVIS, H. M.",9,"PANHANDLE GRAY COUNTY FIELD","G. H. RANCH, LLC",GRAY,Oil,
000092669,23307120,10,01085,"WHITTENBURG, J. A. -A-",87,"PANHANDLE HUTCHINSON COUNTY FLD.","PONDEROSA TX OPERATING LLC",HUTCHINSON,Oil,
000092726,34131286,10,06584,"ASHER FEE",3,"PANHANDLE MOORE COUNTY FIELD","SNW OPERATING COMPANY",MOORE,Oil,
000092785,48380557,10,01370,SLOSS,2,"PANHANDLE WHEELER COUNTY FIELD","VINYARD WATER SERVICE, INC.",WHEELER,Oil,
000092907,06581141,10,00111,WARE,13,"PANHANDLE CARSON COUNTY FIELD","TB OPERATING, LLC",CARSON,Oil,
000092994,17907183,10,00395,"HEITHOLT, HENRY",11,"PANHANDLE GRAY COUNTY FIELD","MINCO OIL AND GAS CO.",GRAY,Oil,
000093090,34132865,10,06584,"ASHER FEE",15,"PANHANDLE MOORE COUNTY FIELD","PG-M INTERNATIONAL OPERATING,LLC",MOORE,Oil,
000093116,17985047,10,03165,JACKSON,2,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000093270,06530799,10,00049,"WARE, R. C., ETAL",64,"PANHANDLE CARSON COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",CARSON,Oil,
000093314,23307162,10,00925,MOLLIE,8,"PANHANDLE HUTCHINSON COUNTY FLD.","BGM PRODUCTION, LLC",HUTCHINSON,Oil,
000093318,23330325,10,00790,"COCKRELL ""A""",5,"PANHANDLE HUTCHINSON COUNTY FLD.","FOUR K PRODUCTION",HUTCHINSON,Oil,
000093466,34132548,10,01990,JONES,15,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000093942,17932264,10,00468,FOXX,12,"PANHANDLE GRAY COUNTY FIELD","BORGER RESOURCES 2 LLC",GRAY,Oil,
000094078,17982249,10,00425,"CHAPMAN /49/",7,"PANHANDLE GRAY COUNTY FIELD","EXXCEL PRODUCTION COMPANY",GRAY,Oil,
000094089,23320053,10,03534,HADLEY,1,"PANHANDLE HUTCHINSON COUNTY FLD.","MAC 5 OPERATING, LLC",HUTCHINSON,Oil,
000094132,23311239,10,01199,"HERRING -A-",11D,"PANHANDLE HUTCHINSON COUNTY FLD.","MOMENTUM OPERATING CO., INC.",HUTCHINSON,Oil,
000094142,23304975,10,00703,MOORE-LANGDON,6,"PANHANDLE HUTCHINSON COUNTY FLD.","MCCLELLAND CREEK PROPERTIES,INC.",HUTCHINSON,Oil,
000094216,34132886,10,05784,SNEED,10,"PANHANDLE MOORE COUNTY FIELD","SCOUT ENERGY MANAGEMENT LLC",MOORE,Oil,
000094389,34131351,10,06100,GEOFFREY,1,"PANHANDLE MOORE COUNTY FIELD","FORTAY, INC.",MOORE,Oil,
000094540,06530207,10,03971,"ROXANA B",1,"PANHANDLE CARSON COUNTY FIELD","CIRRUS EXPLORATION COMPANY",CARSON,Oil,"DOLOMITE, GRANITE WASH"
000094575,17931053,10,04595,MELTON,3,"PANHANDLE GRAY COUNTY FIELD","PETCO PETROLEUM CORP.",GRAY,Oil,
000094628,23332197,10,05787,G.N.,3,"PANHANDLE HUTCHINSON COUNTY FLD.","HERRMANN, J.B.",HUTCHINSON,Oil,
